# OPTIMALIZATION LOG --- STAGE 1 SPRUCE --- 2026-03-18 15:42:27 
call_id,timestamp,error,error_heat,error_moist,b1_org[W/(m.K)],b2_org[W/(m.K)],b3_org[W/(m.K)],b1_min[W/(m.K)],b2_min[W/(m.K)],b3_min[W/(m.K)],albedo[-],alpha_org[1/m],n_org[-],K_org[m/s],alpha_min[1/m],n_min[-],K_min[m/s],S_max[m/s]
169,2026-03-18 17:22:59,4.6122417,3.3631699,3.1562417,0.26481348,3.623578,4.0951645,0.41002263,1.223538,0.45847266,0.054789125,3.8625597,1.3356663,5.2603945e-06,7.9200803,3.335046,0.00016273736,1.3836237e-08
172,2026-03-18 17:26:28,4.3476519,3.2813104,2.8522061,0.050787412,7.2149062,2.9397669,1.1151208,0.80980485,3.8965159,0.17218879,7.4203187,1.4288074,1.1305326e-05,8.0871587,2.4263595,1.9953815e-07,5.8836487e-08
171,2026-03-18 17:26:28,4.6628257,3.6143117,2.9459624,1.7902979,1.4878251,4.911523,1.9286907,0.69455588,0.75446546,0.22208048,1.4449179,1.6315713,1.4902436e-07,7.1369539,3.4799623,3.8912191e-07,8.2834652e-09
173,2026-03-18 17:26:42,4.5568494,3.3446242,3.0948934,0.31936994,7.8852018,3.8495742,1.9088386,3.9280459,5.5442898,0.22491128,2.7412024,1.8002082,0.00023483696,4.5961488,4.5705833,3.5378916e-05,1.583903e-08
174,2026-03-18 17:26:50,4.8912905,3.5300012,3.3858256,1.9486955,3.9548065,2.1221067,0.86550829,7.945647,3.1652521,0.19786675,1.2833818,1.671394,1.5968411e-06,2.5571508,2.9512521,5.9655159e-07,9.627265e-07
177,2026-03-18 17:27:31,3.5078111,3.0392782,1.7514357,0.676745,7.2765143,5.0668245,1.9635544,0.78297071,0.18926708,0.12225518,8.998929,1.8152855,4.6815705e-05,1.0880923,3.5058022,7.5298169e-08,6.4201622e-09
178,2026-03-18 17:28:31,4.7403857,3.5771986,3.1104513,0.98417314,1.9470064,4.462411,0.34117189,5.1010825,5.9158742,0.058059106,1.4878817,1.7517375,6.7424684e-06,2.0465326,3.4776251,0.00029883661,8.0135831e-09
179,2026-03-18 17:28:43,3.8337654,3.300194,1.9510192,1.5425585,5.8598306,1.5442063,1.0857055,5.1173414,1.1639687,0.16851806,2.3861587,1.8564543,1.0954528e-07,1.3752731,4.8013341,5.2267206e-07,2.642087e-09
180,2026-03-18 17:28:49,4.5781737,3.1034911,3.365712,0.43360846,3.1362213,4.358988,0.103838,3.4674618,3.0233229,0.1918576,2.7003981,1.3830366,1.9313041e-05,1.2652084,2.2528482,0.00035043844,3.6917482e-07
181,2026-03-18 17:28:50,4.7954959,3.6063405,3.1608685,1.5140971,2.4430181,5.7769271,1.0144852,6.4732938,3.7828622,0.22812256,3.7885154,1.4509328,9.1241716e-07,3.1560625,4.6440941,0.00016896842,1.7103958e-08
183,2026-03-18 17:28:51,4.8145916,3.4344223,3.3741719,1.8400568,2.8583441,2.2978375,1.3324877,0.21075166,5.7758255,0.16192887,2.4088575,1.2769961,1.9719247e-08,1.9237469,2.6084539,0.00038262272,5.2243405e-08
184,2026-03-18 17:30:00,4.5161488,3.3235302,3.0577356,0.1172595,6.6811707,2.6610624,0.60619491,7.278993,4.4862741,0.1947745,3.5081654,1.5170043,2.4416741e-05,4.7519596,3.139585,8.4177381e-05,1.9903225e-08
185,2026-03-18 17:31:09,3.3921081,3.0407943,1.5033189,0.37963485,3.451142,4.0036788,0.63359274,7.3609422,0.42338336,0.26814533,8.4021516,1.8724308,3.2280568e-06,4.6559122,3.0350853,1.0607713e-06,1.4378845e-09
